City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
696,Tanabe,JP,33.7333,135.3667,60.93,51,99,3.0,overcast clouds
697,Mount Pleasant,US,32.7941,-79.8626,57.97,97,100,4.61,overcast clouds
698,North Branch,US,45.5113,-92.9802,39.34,82,76,2.98,broken clouds
699,Elko,US,41.0002,-115.5012,56.64,24,100,5.99,overcast clouds
700,Kalmunai,LK,7.4167,81.8167,81.03,76,5,6.53,clear sky
701,Sorong,ID,-0.8833,131.25,81.68,72,100,2.8,light rain
702,Ginir,ET,7.1333,40.7,59.68,77,50,3.47,scattered clouds
703,Mahon,ES,39.8885,4.2658,54.16,87,0,12.66,clear sky
704,Okahandja,NA,-21.9833,16.9167,64.65,80,75,3.67,broken clouds
705,Makakilo City,US,21.3469,-158.0858,79.12,56,75,13.8,broken clouds
706,Bratsk,RU,56.1325,101.6142,24.35,78,100,3.36,overcast clouds
707,Garowe,SO,8.4054,48.4845,74.44,77,10,10.94,clear sky
